"Отдел","Контрагент","Итого","cnt_first","cnt_second"
Трубка и РВД,ЖезказганЛогистика ООО (КАЗАХСТАН),1225.72,0,1
Отдел труб и штоков,ГлускТех ООО (БЕЛАРУСЬ),220150.28,6,2
Трубка и РВД,СенненскийМед ООО (УЗБЕКИСТАН),31348.80,2,1
Отдел труб и штоков,"КАППА-ЭНЕРГО ООО, Ростов-на-Дону",15098.30,0,1
Трубка и РВД,"ПАО ""НПО ""АЛМАЗ""",1992.60,0,1
Трубка и РВД,КостромаСервис АО,35400.31,1,1
Трубка и РВД,ВитебскФинанс АО (МОЛДОВА),3831.26,1,0
Отдел труб и штоков,ЦИВИЛИЗАЦИЯ ООО,17980.64,1,0
Трубка и РВД,ЛунинецЛогистика ООО (БЕЛАРУСЬ),14145.53,0,1
Трубка и РВД,ЧечняСервис ООО,3542.40,1,0
Трубка и РВД,АдыгеяТех АО (РОССИЯ),74919.24,4,2
Трубка и РВД,ЛунинецСтрой АО (БЕЛАРУСЬ),30047.92,1,0
Трубка и РВД,"ПАО ""АГРЕГАТ""",12668.40,1,0
Трубка и РВД,"АО ""АВТОШИНА""",243369.36,2,1
Трубка и РВД,ХойникиПроект АО (БЕЛАРУСЬ),25681.03,1,0
Отдел труб и штоков,НаровляИндустрия ООО (БЕЛОРУСЬ),95891.04,3,3
Трубка и РВД,"ООО ""Грантс Ойл""",200226.01,4,2
Трубка и РВД,КалинковичиМед ТОО (КИРГИЗИЯ),10594.80,0,1
Отдел труб и штоков,"ОАО ""Авиакомпания ""Самара""",220875.37,2,3
Отдел труб и штоков,ХотимскСервис АО (МОЛДОВА),720146.72,4,4
Отдел труб и штоков,СИГМА-ТОРГ ООО,18307.94,1,0
Трубка и РВД,ЩукаЭнерго ООО (УЗБЕКИСТАН),1088427.36,3,1
Трубка и РВД,"АО ""АРМАГУС""",146112.16,3,0
Отдел труб и штоков,ДрогичинИнновации АО (ГРУЗИЯ),20596.44,1,0
Трубка и РВД,ШкловСервис АО (МОЛДОВА),162123.38,3,3
Отдел труб и штоков,РоссоныТрейд АО (ГРУЗИЯ),18350.20,3,3
Трубка и РВД,КлимовичиТрейд ООО (БЕЛАРУСЬ),1210.32,0,1
Отдел труб и штоков,КостюковичиТрейд АО (ГРУЗИЯ),231521.11,1,3
Отдел труб и штоков,ОршаТрейд ТОО (КАЗАХСТАН),332774.99,1,0
Трубка и РВД,БерезаСервис АО (БЕЛАРУСЬ),196513.44,3,1
Отдел труб и штоков,"БЕТА-КОМ ООО, Санкт-Петербург",26627.89,0,1
Трубка и РВД,ЖезказганФинанс АО (МОЛДОВА),239120.47,2,3
Трубка и РВД,КостюковичиСтрой ТОО (БЕЛАРУСЬ),214701.62,1,0
Трубка и РВД,МогилевЭнерго ТОО (БЕЛАРУСЬ),5380.90,0,1
Отдел труб и штоков,"ЛАМБДА-КОМ ООО, Уфа",33488.46,1,1
Трубка и РВД,КалинковичиКом ООО (ТАДЖИКИСТАН),280520.20,1,3
Трубка и РВД,МиорыТранс ТОО (КАЗАХСТАН),104242.25,1,4
Отдел труб и штоков,ЭПСИЛОН-ПРОД ООО,278547.24,3,2
Трубка и РВД,БыховИндустрия АО (БЕЛАРУСЬ),4425689.95,1,2
Трубка и РВД,ХотимскКом ООО (ТАДЖИКИСТАН),186152.72,1,2
Отдел труб и штоков,ИНТЕРНЕТ-КОМ ООО,348244.90,0,1
Отдел труб и штоков,САМАРА-ТОРГ ООО,79724.22,0,1
Отдел труб и штоков,АЛЬФА-4 ООО,2310.30,1,0
Трубка и РВД,КобринЭнерго ТОО (БЕЛАРУСЬ),7836655.01,2,5
Трубка и РВД,"ООО ""АКСАИТОВНЕФТЬ""",55604.40,2,0
Отдел труб и штоков,АЛЬФА-6 ООО,32765.52,0,1
Трубка и РВД,ХойникиТрейд АО (БЕЛАРУСЬ),427302.12,3,1
Трубка и РВД,СтарыеДорогиИнновации ООО (БЕЛАРУСЬ),48914.12,2,0
Трубка и РВД,ЕВРОИНОКС ООО,13633.70,1,0
Трубка и РВД,УшачиЛогистика АО (БЕЛАРУСЬ),15824.88,0,1
Трубка и РВД,ЕКС ООО,162866.87,3,3
Трубка и РВД,ДрогичинЭнерго ТОО (БЕЛАРУСЬ),64633.96,0,1
Трубка и РВД,ТолочинЛогистика АО (БЕЛАРУСЬ),945835.34,6,4
Отдел труб и штоков,ИвановоСтрой АО (БЕЛАРУСЬ),825612.66,1,2
Отдел труб и штоков,ЛюбаньТрейд АО (ГРУЗИЯ),38328.95,1,0
Отдел труб и штоков,КСИ-ЭЛЕКТРО ООО,299869.36,1,1
Отдел труб и штоков,НовополоцкПроект ООО (УЗБЕКИСТАН),390041.97,3,3
Трубка и РВД,КлимовичиТех ТОО (ТУРКМЕНИСТАН),93060.00,2,0
Отдел труб и штоков,АЛЬФА-БЕТА ООО,16209.94,0,1
Отдел труб и штоков,КостюковичиЛогистика АО (МОЛДОВА),180549.07,4,2
Трубка и РВД,ПечораТранс ТОО (АРМЕНИЯ),75135.60,1,0
Трубка и РВД,ЧериковЭнерго ТОО (БЕЛАРУСЬ),423345.67,4,1
Трубка и РВД,ЕврейскаяАОМед АО,16332.00,1,0
Отдел труб и штоков,ЗЕТА-ЭНЕРГО ООО,110078.34,2,0
Трубка и РВД,КраснопольеПроект ООО (УЗБЕКИСТАН),17095.97,1,1
Трубка и РВД,"ООО ""Росснабтехнологии""",166543.18,1,2
Трубка и РВД,ГалактикаФинанс ООО (ТАДЖИКИСТАН),239950.87,0,2
Трубка и РВД,БелгородТранс ТОО (КАЗАХСТАН),2272936.59,4,2
Трубка и РВД,"АБ ""АСПЕКТ"" (АО)",73137.60,2,1
Отдел труб и штоков,ХИ-СТРОЙ ООО,640639.20,5,2
Отдел труб и штоков,"ХИ-ТОРГ ООО, Иркутск",739464.86,4,3
Трубка и РВД,"ЗАО ""Новый век агротехнологий""",111110.30,1,0
Трубка и РВД,"АКБ ""Акция"" ОАО",62605.90,3,3
Трубка и РВД,ХотимскИнновации ТОО (КАЗАХСТАН),61661.64,1,1
Трубка и РВД,ПолоцкИнновации ООО (БЕЛАРУСЬ),20614.68,0,1
Трубка и РВД,ФиннКонсалт АО (МОЛДОВА),58190.40,0,1
Трубка и РВД,НептунМед ООО (УЗБЕКИСТАН),3399435.53,6,5
Отдел труб и штоков,ЧериковКом АО (РОССИЯ),81203.50,1,1
Трубка и РВД,КировскКом АО (БЕЛАРУСЬ),6840.58,1,0
Отдел труб и штоков,ГАММА-МАШ ООО,651479.99,5,2
Отдел труб и штоков,КлимовичиФарма АО (УКРАИНА),5000.00,0,1
Трубка и РВД,ТатарстанФарма ООО (УЗБЕКИСТАН),482295.60,2,2
Трубка и РВД,ТолочинЭкспорт АО (БЕЛАРУСЬ),3862.80,0,1
Отдел труб и штоков,КлимовичиЭнерго ООО (ТАДЖИКИСТАН),19841.95,1,1
Трубка и РВД,ЛидаТрейд ООО (БЕЛАРУСЬ),1530.10,1,0
Трубка и РВД,ЧаусыКом АО (БЕЛАРУСЬ),103411.21,2,1
Трубка и РВД,ХойникиТрейд ООО (АЗЕРБАЙДЖАН),21924.00,1,0
Отдел труб и штоков,"РО-ЭЛЕКТРО ООО, Саратов",1169586.88,3,1
Трубка и РВД,ШантарИнновации ООО (БЕЛОРУСЬ),229692.48,4,0
Трубка и РВД,ЭвенкияМаш ООО,1845.00,0,1
Отдел труб и штоков,"ПИ-СТРОЙ ООО, Краснодар",210364.74,6,3
Отдел труб и штоков,ИвацевичиМаш АО (РОССИЯ),1744.00,0,1
Трубка и РВД,ЧувашияМед ТОО,3101.71,2,0
Трубка и РВД,ЕкатеринбургИндустрия АО (МОЛДОВА),16826.56,2,0
Трубка и РВД,ООО БИЗНЕС-ЭКСПЕРТ,196228.28,3,1
Трубка и РВД,СенненскийТрейд АО (ГРУЗИЯ),938771.92,4,3
Трубка и РВД,КричевТрейд ООО (БЕЛАРУСЬ),1958372.22,4,3
Отдел труб и штоков,"ЭПСИЛОН-ТОРГ ООО, Нижний Новгород",16906.87,1,0
Трубка и РВД,ГлускТех ООО (БЕЛАРУСЬ),19038.60,1,0
Трубка и РВД,КсиЭкспорт ТОО,467454.60,3,3
Трубка и РВД,ДубровноТех ООО (ТАДЖИКИСТАН),7900.58,0,1
Отдел труб и штоков,"ГАММА-ЭНЕРГО ООО, Екатеринбург",2367586.20,1,2
Отдел труб и штоков,БЕТА-СТРОЙ ООО,1257812.74,5,5
Трубка и РВД,УшачиСтрой ТОО (БЕЛАРУСЬ),42228.00,1,1
Трубка и РВД,ЧаусыЭнерго ООО (ТАДЖИКИСТАН),43263.36,1,0
Отдел труб и штоков,ОсиповичиЭкспорт АО (УКРАИНА),1653.00,1,0
Отдел труб и штоков,ЧаусыЛогистика ООО (БЕЛОРУСЬ),7573.58,0,1
Трубка и РВД,КлимовичиСервис ООО (БЕЛОРУСЬ),84341.92,1,2
Трубка и РВД,ДонецкИнновации АО,13396.66,1,0
Трубка и РВД,КопыльИндустрия ООО (БЕЛАРУСЬ),330613.20,1,1
Отдел труб и штоков,УралЭкспорт ООО,13389106.17,6,5
Трубка и РВД,ЛидаФинанс ООО (БЕЛОРУСЬ),1308021.33,0,1
Отдел труб и штоков,ТЕХНО-ТОРГ ООО,10454.18,1,0
Трубка и РВД,ЖодиноЭкспорт ТОО (БЕЛАРУСЬ),5569.44,1,0
Трубка и РВД,ЧитаСервис АО (УКРАИНА),409524.55,0,3
Отдел труб и штоков,ДЕЛЬТА-ИНВЕСТ ООО,2774330.89,6,5
Трубка и РВД,ГанцевичиСервис АО (БЕЛАРУСЬ),34009.92,1,1
Отдел труб и штоков,АЛЬФА-24 ООО,387785.92,1,2
Трубка и РВД,ХабаровскФарма ООО (АЗЕРБАЙДЖАН),54311.04,1,0
Отдел труб и штоков,АЛЬФА-3 ООО,851686.65,3,4
Трубка и РВД,ПавлодарМед АО (УКРАИНА),3670.86,1,1
Трубка и РВД,ДубровноЭкспорт АО (БЕЛАРУСЬ),23472.14,1,0
Отдел труб и штоков,"РО-МАШ ООО, Саратов",27978.97,3,0
Трубка и РВД,КиевТранс АО (ГРУЗИЯ),102586.81,1,1
Трубка и РВД,Архангельскнефтепродукт,4920.00,1,0
Отдел труб и штоков,ЦЕНТР-ИНЖ ООО,75471.36,1,0
Трубка и РВД,БалхашСервис ТОО (КАЗАХСТАН),300076.92,2,0
Трубка и РВД,КраснопольеСтрой АО (БЕЛАРУСЬ),7542.60,2,0
Отдел труб и штоков,ООО АВИКС ГРУПП,2063041.38,4,4
Трубка и РВД,СмоленскКонсалт ООО,15177.96,0,1
Отдел труб и штоков,ШкловТрейд ТОО (КАЗАХСТАН),97906.25,3,0
Трубка и РВД,ЗаряТранс АО,69746.82,2,3
Отдел труб и штоков,МстиславльМед АО (УКРАИНА),75466.97,2,2
Отдел труб и штоков,ГоркиКом АО (РОССИЯ),33267.02,0,1
Трубка и РВД,ОршаИнновации ООО (АЗЕРБАЙДЖАН),5372.70,0,1
Отдел труб и штоков,ПРИРОДА-КОМ ООО,546531.09,0,3
Отдел труб и штоков,ТЕТА-ПЛЮС ООО,2058212.25,6,5
Отдел труб и штоков,МикашевичиМед АО (УКРАИНА),11963.16,2,0
Отдел труб и штоков,"ОАО ""АЛТТРАК""",61350.29,4,2
Трубка и РВД,ШымкентТрейд АО (ГРУЗИЯ),157836.35,1,1
Отдел труб и штоков,ТайгаЛогистика АО,2218720.01,6,4
Трубка и РВД,БыховСтрой АО (БЕЛАРУСЬ),8650.23,0,1
Отдел труб и штоков,КобринТех ТОО (ТУРКМЕНИСТАН),170118.95,2,1
Трубка и РВД,КричевЛогистика ООО (БЕЛАРУСЬ),133156.80,1,0
Трубка и РВД,ШтормФарма АО,4161.60,0,1
Отдел труб и штоков,"КБ ""АРСЕНАЛ"" ООО",74862.43,1,2
Отдел труб и штоков,"ЗАО КБ ""ЛАДА-КРЕДИТ""",10125.36,0,1
Трубка и РВД,ДубровноТрейд ООО (БЕЛАРУСЬ),151683.84,1,0
Трубка и РВД,ГанцевичиИнвест ООО (БЕЛАРУСЬ),107098.20,0,2
Трубка и РВД,ХотимскКом ТОО (БЕЛАРУСЬ),230822.05,0,2
Отдел труб и штоков,ЧечняПроект ТОО (КИРГИЗИЯ),1257878.81,5,5
Отдел труб и штоков,"ТЕТА-СТРОЙ ООО, Омск",347922.84,1,0
Трубка и РВД,"ОАО АК ""УРАЛЬСКИЕ АВИАЛИНИИ""",53524.80,0,1
Трубка и РВД,ОктябрьскийИнновации ООО (БЕЛАРУСЬ),148824.66,4,3
Трубка и РВД,ГомельЭнерго АО (РОССИЯ),25005.20,0,1
Трубка и РВД,ТуровИнновации ООО (БЕЛАРУСЬ),3564.00,0,1
Трубка и РВД,КричевТранс АО (ГРУЗИЯ),25514.41,0,1
Трубка и РВД,НовополоцкТех ООО (БЕЛАРУСЬ),242712.00,1,0
Отдел труб и штоков,ИПСИЛОН-ЭНЕРГО ООО,227794.44,0,1
Трубка и РВД,ГлубокоеПроект АО (БЕЛАРУСЬ),299376.00,0,1
Трубка и РВД,"ООО ""ИЦ Энергетики""",2053.92,1,0
Трубка и РВД,ОршаИнновации АО (БЕЛАРУСЬ),57591.66,1,2
Трубка и РВД,ЮжноСахалинскСервис ООО (БЕЛОРУСЬ),154106.67,2,2
Отдел труб и штоков,КлимовичиКом АО (РОССИЯ),49763.93,1,1
Отдел труб и штоков,МогилевФарма ООО (БЕЛАРУСЬ),589258.73,6,3
Отдел труб и штоков,ГОРИЗОНТ-ТОРГ ООО,27749.29,0,1
Трубка и РВД,БобруйскТех ООО (ТАДЖИКИСТАН),38195.90,0,1
Трубка и РВД,МогилевТрейд ООО (БЕЛАРУСЬ),16420.32,1,1
Отдел труб и штоков,ОршаТрейд ООО (БЕЛАРУСЬ),49087.94,3,1
Трубка и РВД,МстиславльТранс ООО (АЗЕРБАЙДЖАН),139227.96,3,3
Отдел труб и штоков,ОМЕГА-ЭНЕРГО ООО,5298135.50,6,5
Отдел труб и штоков,СолигорскПроект АО (УКРАИНА),1569090.23,6,4
Трубка и РВД,МарийЭлТех ООО,2007.36,1,0
Отдел труб и штоков,РУБИН-ТЕХ ООО,15989.76,1,0
